,2023-06-30,2022-12-31
OrdinarySharesNumber,14392364.0,10987679.0
ShareIssued,14392364.0,10987679.0
NetDebt,,1474468.0
TotalDebt,2555223.0,2684269.0
TangibleBookValue,25957304.0,13526526.0
InvestedCapital,28507727.0,16204154.0
WorkingCapital,16666754.0,7898463.0
NetTangibleAssets,25957304.0,13526526.0
CapitalLeaseObligations,4800.0,6641.0
CommonStockEquity,25957304.0,13526526.0
TotalCapitalization,25957304.0,15697576.0
TotalEquityGrossMinorityInterest,25957304.0,13526526.0
StockholdersEquity,25957304.0,13526526.0
GainsLossesNotAffectingRetainedEarnings,59619.0,556964.0
OtherEquityAdjustments,59619.0,556964.0
RetainedEarnings,9174695.0,10340107.0
AdditionalPaidInCapital,16721551.0,2628356.0
CapitalStock,1439.0,1099.0
CommonStock,1439.0,1099.0
TotalLiabilitiesNetMinorityInterest,7224843.0,7678565.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1516820.0,3474870.0
NonCurrentDeferredLiabilities,1515182.0,1300421.0
NonCurrentDeferredTaxesLiabilities,1515182.0,1300421.0
LongTermDebtAndCapitalLeaseObligation,1638.0,2174449.0
LongTermCapitalLeaseObligation,1638.0,3399.0
LongTermDebt,,2171050.0
CurrentLiabilities,5708023.0,4203695.0
CurrentDeferredLiabilities,574295.0,977054.0
CurrentDeferredRevenue,574295.0,977054.0
CurrentDebtAndCapitalLeaseObligation,2553585.0,509820.0
CurrentCapitalLeaseObligation,3162.0,3242.0
CurrentDebt,2550423.0,506578.0
OtherCurrentBorrowings,2550423.0,506578.0
PayablesAndAccruedExpenses,2580143.0,2716821.0
CurrentAccruedExpenses,217719.0,274344.0
InterestPayable,96640.0,21132.0
Payables,2362424.0,2442477.0
OtherPayable,93053.0,73823.0
DuetoRelatedPartiesCurrent,1114.0,598.0
TotalTaxPayable,1708684.0,1671322.0
IncomeTaxPayable,396918.0,404617.0
AccountsPayable,559573.0,696734.0
TotalAssets,33182147.0,21205091.0
TotalNonCurrentAssets,10807370.0,9102933.0
NonCurrentPrepaidAssets,401647.0,421679.0
DuefromRelatedPartiesNonCurrent,,0.0
NonCurrentNoteReceivables,0.0,4342100.0
NonCurrentAccountsReceivable,5165528.0,4209546.0
InvestmentsAndAdvances,5000000.0,
InvestmentinFinancialAssets,5000000.0,
HeldToMaturitySecurities,5000000.0,
NetPPE,240195.0,129608.0
AccumulatedDepreciation,-1370577.0,-1470497.0
GrossPPE,1610772.0,1600105.0
OtherProperties,4800.0,6641.0
MachineryFurnitureEquipment,1178677.0,1144857.0
BuildingsAndImprovements,427295.0,448607.0
Properties,0.0,0.0
CurrentAssets,22374777.0,12102158.0
CurrentDeferredAssets,0.0,917446.0
PrepaidAssets,617669.0,486111.0
Inventory,456516.0,430670.0
InventoriesAdjustmentsAllowances,-7175.0,-12011.0
OtherInventories,463691.0,442681.0
Receivables,9078181.0,4774423.0
OtherReceivables,12098.0,48320.0
DuefromRelatedPartiesCurrent,0.0,399465.0
AccruedInterestReceivable,315466.0,42263.0
LoansReceivable,7487166.0,1013157.0
AccountsReceivable,1263451.0,3271218.0
AllowanceForDoubtfulAccountsReceivable,-1884744.0,-164122.0
GrossAccountsReceivable,3148195.0,3435340.0
CashCashEquivalentsAndShortTermInvestments,12222411.0,5493508.0
OtherShortTermInvestments,6727141.0,4290348.0
CashAndCashEquivalents,5495270.0,1203160.0
CashFinancial,5495270.0,1203160.0
