,2023-03-31
OrdinarySharesNumber,71927855.0
ShareIssued,71927855.0
NetDebt,191812000.0
TotalDebt,204526000.0
TangibleBookValue,-38742000.0
InvestedCapital,166739000.0
WorkingCapital,-196757000.0
NetTangibleAssets,-38742000.0
CapitalLeaseObligations,9377000.0
CommonStockEquity,-28410000.0
TotalCapitalization,-14248000.0
TotalEquityGrossMinorityInterest,-29150000.0
MinorityInterest,-740000.0
StockholdersEquity,-28410000.0
GainsLossesNotAffectingRetainedEarnings,-1325000.0
ForeignCurrencyTranslationAdjustments,-1325000.0
RetainedEarnings,-79396000.0
AdditionalPaidInCapital,52006000.0
CapitalStock,305000.0
CommonStock,305000.0
TotalLiabilitiesNetMinorityInterest,240617000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,24469000.0
LongTermDebtAndCapitalLeaseObligation,22960000.0
LongTermCapitalLeaseObligation,8798000.0
LongTermDebt,14162000.0
LongTermProvisions,1509000.0
CurrentLiabilities,216148000.0
CurrentDeferredLiabilities,5297000.0
CurrentDeferredRevenue,5297000.0
CurrentDebtAndCapitalLeaseObligation,181566000.0
CurrentCapitalLeaseObligation,579000.0
CurrentDebt,180987000.0
OtherCurrentBorrowings,180987000.0
PayablesAndAccruedExpenses,29285000.0
CurrentAccruedExpenses,10837000.0
InterestPayable,5754000.0
Payables,18448000.0
TotalTaxPayable,1240000.0
AccountsPayable,17208000.0
TotalAssets,211467000.0
TotalNonCurrentAssets,192076000.0
OtherNonCurrentAssets,6778000.0
NonCurrentAccountsReceivable,1311000.0
GoodwillAndOtherIntangibleAssets,10332000.0
OtherIntangibleAssets,8541000.0
Goodwill,1791000.0
NetPPE,173655000.0
AccumulatedDepreciation,-17455000.0
GrossPPE,191110000.0
Leases,119000.0
ConstructionInProgress,6004000.0
OtherProperties,13579000.0
MachineryFurnitureEquipment,799000.0
BuildingsAndImprovements,1151000.0
LandAndImprovements,506000.0
Properties,171408000.0
CurrentAssets,19391000.0
OtherCurrentAssets,4536000.0
Receivables,11518000.0
OtherReceivables,5297000.0
TaxesReceivable,2217000.0
AccountsReceivable,4004000.0
CashCashEquivalentsAndShortTermInvestments,3337000.0
CashAndCashEquivalents,3337000.0
