,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,367175886.0,367175886.0,367175886.0
ShareIssued,367175886.0,367175886.0,367175886.0
TangibleBookValue,1646891.0,2210860.0,2393338.0
InvestedCapital,7985912.0,9141848.0,9875551.0
WorkingCapital,-4955109.0,-4391140.0,-4208662.0
NetTangibleAssets,1646891.0,2210860.0,2393338.0
CommonStockEquity,7985912.0,9141848.0,9875551.0
TotalCapitalization,7985912.0,9141848.0,9875551.0
TotalEquityGrossMinorityInterest,7985912.0,9141848.0,9875551.0
StockholdersEquity,7985912.0,9141848.0,9875551.0
GainsLossesNotAffectingRetainedEarnings,6656.0,27515.0,30236.0
OtherEquityAdjustments,6656.0,27515.0,30236.0
RetainedEarnings,-17490131.0,-16280387.0,-15474738.0
AdditionalPaidInCapital,25432669.0,25358002.0,25283335.0
CapitalStock,36718.0,36718.0,36718.0
CommonStock,36718.0,36718.0,36718.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,7360966.0,5801945.0,13916634.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,7360966.0,5801945.0,13916634.0
OtherCurrentLiabilities,1703893.0,633699.0,8587840.0
CurrentDeferredLiabilities,0.0,0.0,210911.0
CurrentDeferredRevenue,0.0,0.0,210911.0
PensionandOtherPostRetirementBenefitPlansCurrent,,,267205.0
PayablesAndAccruedExpenses,5657073.0,5168246.0,4850678.0
CurrentAccruedExpenses,450163.0,579736.0,157724.0
Payables,5206910.0,4588510.0,4692954.0
DuetoRelatedPartiesCurrent,5100131.0,4506244.0,4637565.0
AccountsPayable,106779.0,82266.0,55389.0
TotalAssets,15346878.0,14943793.0,23792185.0
TotalNonCurrentAssets,12941021.0,13532988.0,14084213.0
InvestmentsAndAdvances,6602000.0,6602000.0,6602000.0
LongTermEquityInvestment,6602000.0,6602000.0,6602000.0
InvestmentsInOtherVenturesUnderEquityMethod,,,6602000.0
GoodwillAndOtherIntangibleAssets,6339021.0,6930988.0,7482213.0
OtherIntangibleAssets,6339021.0,6930988.0,7482213.0
CurrentAssets,2405857.0,1410805.0,9707972.0
OtherCurrentAssets,53810.0,86249.0,91363.0
RestrictedCash,1712095.0,240296.0,8255411.0
Receivables,497611.0,444565.0,749391.0
DuefromRelatedPartiesCurrent,308461.0,255415.0,646591.0
NotesReceivable,189150.0,189150.0,102800.0
CashCashEquivalentsAndShortTermInvestments,142341.0,639695.0,611807.0
OtherShortTermInvestments,0.0,393045.0,332079.0
CashAndCashEquivalents,142341.0,246650.0,279728.0
CashFinancial,142341.0,246650.0,279728.0
