,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,34972788.0,31861588.0,18339577.0,17317577.0,11682217.0
ShareIssued,34972788.0,31861588.0,18339577.0,17317577.0,11682217.0
NetDebt,4073611.0,4152071.0,3924408.0,4747402.0,4775231.0
TotalDebt,4097023.0,4199619.0,4067195.0,4893495.0,4839443.0
TangibleBookValue,-133669.0,177612.0,617328.0,840858.0,309914.0
InvestedCapital,3946664.0,4342737.0,4651243.0,5676256.0,5089668.0
WorkingCapital,-4511762.0,-4166795.0,-3913504.0,-791960.0,-1453682.0
NetTangibleAssets,-133669.0,177612.0,617328.0,840858.0,309914.0
CapitalLeaseObligations,16690.0,34494.0,33280.0,58097.0,59689.0
CommonStockEquity,-133669.0,177612.0,617328.0,840858.0,309914.0
TotalCapitalization,480542.0,950548.0,1398111.0,4837854.0,4250585.0
TotalEquityGrossMinorityInterest,-133669.0,177612.0,617328.0,840858.0,309914.0
StockholdersEquity,-133669.0,177612.0,617328.0,840858.0,309914.0
OtherEquityInterest,397837.0,405848.0,516648.0,337837.0,3418666.0
GainsLossesNotAffectingRetainedEarnings,3047478.0,2881410.0,3004504.0,2745145.0,-331488.0
OtherEquityAdjustments,3047478.0,2881410.0,3004504.0,2745145.0,-331488.0
RetainedEarnings,-20938285.0,-20351399.0,-19844277.0,-18780185.0,-18681939.0
CapitalStock,17359301.0,17241753.0,16940453.0,16538061.0,15904675.0
CommonStock,17359301.0,17241753.0,16940453.0,16538061.0,15904675.0
TotalLiabilitiesNetMinorityInterest,7501396.0,7376378.0,7079675.0,6988947.0,7150110.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2898207.0,3086129.0,3024943.0,5388592.0,5325104.0
LongTermDebtAndCapitalLeaseObligation,614211.0,772936.0,780783.0,4013522.0,3958789.0
LongTermCapitalLeaseObligation,,,,16526.0,18118.0
LongTermDebt,614211.0,772936.0,780783.0,3996996.0,3940671.0
LongTermProvisions,2283996.0,2313193.0,2244160.0,1375070.0,1366315.0
CurrentLiabilities,4603189.0,4290249.0,4054732.0,1600355.0,1825006.0
CurrentDebtAndCapitalLeaseObligation,3482812.0,3426683.0,3286412.0,879973.0,880654.0
CurrentCapitalLeaseObligation,16690.0,34494.0,33280.0,41571.0,41571.0
CurrentDebt,3466122.0,3392189.0,3253132.0,838402.0,839083.0
OtherCurrentBorrowings,3466122.0,3392189.0,3253132.0,838402.0,839083.0
PayablesAndAccruedExpenses,1120377.0,863566.0,768320.0,720382.0,944352.0
Payables,1120377.0,863566.0,768320.0,720382.0,944352.0
DuetoRelatedPartiesCurrent,308767.0,277339.0,163682.0,350406.0,380912.0
AccountsPayable,811610.0,586227.0,604638.0,369976.0,563440.0
TotalAssets,7367727.0,7553990.0,7697003.0,7829805.0,7460024.0
TotalNonCurrentAssets,7276300.0,7430536.0,7555775.0,7021410.0,7088700.0
NetPPE,7276300.0,7430536.0,7555775.0,7021410.0,7088700.0
GrossPPE,7276300.0,7430536.0,7555775.0,7021410.0,7088700.0
OtherProperties,7276300.0,7430536.0,7555775.0,7021410.0,7088700.0
CurrentAssets,91427.0,123454.0,141228.0,808395.0,371324.0
Receivables,84705.0,110400.0,31721.0,720399.0,366801.0
OtherReceivables,8398.0,17463.0,7081.0,333070.0,236787.0
AccountsReceivable,76307.0,92937.0,24640.0,387329.0,130014.0
CashCashEquivalentsAndShortTermInvestments,6722.0,13054.0,109507.0,87996.0,4523.0
CashAndCashEquivalents,6722.0,13054.0,109507.0,87996.0,4523.0
CashFinancial,6722.0,13054.0,109507.0,87996.0,4523.0
