,2023-06-30,2022-12-31
OrdinarySharesNumber,1188804.0,1153459.0
ShareIssued,1188804.0,1153459.0
TotalDebt,88000.0,224000.0
TangibleBookValue,5145000.0,8369000.0
InvestedCapital,11281000.0,12907000.0
WorkingCapital,3615000.0,10394000.0
NetTangibleAssets,5145000.0,8369000.0
CapitalLeaseObligations,88000.0,138000.0
CommonStockEquity,11281000.0,12821000.0
TotalCapitalization,11281000.0,12821000.0
TotalEquityGrossMinorityInterest,11281000.0,12821000.0
StockholdersEquity,11281000.0,12821000.0
RetainedEarnings,-5506000.0,-3678000.0
AdditionalPaidInCapital,16787000.0,16499000.0
CapitalStock,0.0,0.0
CommonStock,0.0,0.0
TotalLiabilitiesNetMinorityInterest,3734000.0,2954000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1963000.0,2314000.0
DerivativeProductLiabilities,1875000.0,2216000.0
NonCurrentDeferredLiabilities,,0.0
NonCurrentDeferredTaxesLiabilities,,0.0
LongTermDebtAndCapitalLeaseObligation,88000.0,98000.0
LongTermCapitalLeaseObligation,88000.0,98000.0
CurrentLiabilities,1771000.0,640000.0
CurrentDebtAndCapitalLeaseObligation,,126000.0
CurrentCapitalLeaseObligation,,40000.0
CurrentDebt,,86000.0
OtherCurrentBorrowings,,86000.0
PensionandOtherPostRetirementBenefitPlansCurrent,,49000.0
PayablesAndAccruedExpenses,1771000.0,465000.0
CurrentAccruedExpenses,,266000.0
InterestPayable,,0.0
Payables,1771000.0,199000.0
OtherPayable,1098000.0,36000.0
DuetoRelatedPartiesCurrent,30000.0,32000.0
AccountsPayable,643000.0,131000.0
TotalAssets,15015000.0,15775000.0
TotalNonCurrentAssets,9629000.0,4741000.0
NonCurrentDeferredAssets,137000.0,110000.0
NonCurrentDeferredTaxesAssets,137000.0,110000.0
InvestmentsAndAdvances,3142000.0,
LongTermEquityInvestment,3142000.0,
InvestmentsInOtherVenturesUnderEquityMethod,198000.0,
InvestmentsinAssociatesatCost,2944000.0,
GoodwillAndOtherIntangibleAssets,6136000.0,4452000.0
OtherIntangibleAssets,6136000.0,4452000.0
NetPPE,214000.0,179000.0
GrossPPE,214000.0,179000.0
OtherProperties,214000.0,179000.0
CurrentAssets,5386000.0,11034000.0
PrepaidAssets,,641000.0
Inventory,2542000.0,1791000.0
FinishedGoods,,1791000.0
Receivables,691000.0,465000.0
OtherReceivables,560000.0,138000.0
AccountsReceivable,131000.0,327000.0
CashCashEquivalentsAndShortTermInvestments,2153000.0,8137000.0
CashAndCashEquivalents,2153000.0,8137000.0
