,2022-12-31
OrdinarySharesNumber,1404407498.0
ShareIssued,1404407498.0
TotalDebt,4297.0
TangibleBookValue,94337454.0
InvestedCapital,94337454.0
WorkingCapital,36678572.0
NetTangibleAssets,94337454.0
CapitalLeaseObligations,4297.0
CommonStockEquity,94337454.0
TotalCapitalization,94337454.0
TotalEquityGrossMinorityInterest,94337454.0
StockholdersEquity,94337454.0
GainsLossesNotAffectingRetainedEarnings,9585496.0
OtherEquityAdjustments,5367310.0
ForeignCurrencyTranslationAdjustments,4218186.0
RetainedEarnings,-68778956.0
CapitalStock,153530914.0
CommonStock,153530914.0
TotalLiabilitiesNetMinorityInterest,261620.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,261620.0
CurrentDebtAndCapitalLeaseObligation,4297.0
CurrentCapitalLeaseObligation,4297.0
PayablesAndAccruedExpenses,257323.0
Payables,257323.0
OtherPayable,55212.0
AccountsPayable,202111.0
TotalAssets,94599074.0
TotalNonCurrentAssets,57658882.0
OtherNonCurrentAssets,24700711.0
InvestmentsAndAdvances,28859972.0
LongTermEquityInvestment,28859972.0
InvestmentsinAssociatesatCost,28859972.0
NetPPE,4098199.0
AccumulatedDepreciation,-177035.0
GrossPPE,4275234.0
OtherProperties,4233793.0
MachineryFurnitureEquipment,41441.0
CurrentAssets,36940192.0
OtherCurrentAssets,151994.0
Receivables,177447.0
OtherReceivables,177447.0
CashCashEquivalentsAndShortTermInvestments,36610751.0
CashAndCashEquivalents,36610751.0
CashFinancial,36610751.0
