,2022-12-31
OrdinarySharesNumber,3729186806.0
ShareIssued,3729186806.0
NetDebt,2377852573.0
TotalDebt,12117312817.0
TangibleBookValue,-11052776058.0
InvestedCapital,-7977881159.0
WorkingCapital,-3053407131.0
NetTangibleAssets,-11052776058.0
CapitalLeaseObligations,9070454821.0
CommonStockEquity,-11024739155.0
TotalCapitalization,-8257179712.0
TotalEquityGrossMinorityInterest,-12026453277.0
MinorityInterest,-1001714122.0
StockholdersEquity,-11024739155.0
GainsLossesNotAffectingRetainedEarnings,62500000.0
OtherEquityAdjustments,62500000.0
RetainedEarnings,-21537221315.0
AdditionalPaidInCapital,6720795354.0
CapitalStock,3729186806.0
CommonStock,3729186806.0
TotalLiabilitiesNetMinorityInterest,24379846431.0
TotalNonCurrentLiabilitiesNetMinorityInterest,20165081013.0
OtherNonCurrentLiabilities,11244412.0
EmployeeBenefits,65974687.0
TradeandOtherPayablesNonCurrent,527077833.0
LongTermDebtAndCapitalLeaseObligation,11091147923.0
LongTermCapitalLeaseObligation,8323588480.0
LongTermDebt,2767559443.0
LongTermProvisions,8469636158.0
CurrentLiabilities,4214765418.0
OtherCurrentLiabilities,89353568.0
CurrentDeferredLiabilities,628672867.0
CurrentDeferredRevenue,484504744.0
CurrentDebtAndCapitalLeaseObligation,1026164894.0
CurrentCapitalLeaseObligation,746866341.0
CurrentDebt,279298553.0
OtherCurrentBorrowings,279298553.0
CurrentProvisions,43305185.0
PayablesAndAccruedExpenses,2427268904.0
CurrentAccruedExpenses,968102385.0
InterestPayable,58574047.0
Payables,1459166519.0
OtherPayable,271498220.0
DuetoRelatedPartiesCurrent,1463927.0
TotalTaxPayable,3284394.0
AccountsPayable,1182919978.0
TotalAssets,12353393154.0
TotalNonCurrentAssets,11192034867.0
OtherNonCurrentAssets,124796984.0
NonCurrentPrepaidAssets,7049723503.0
NonCurrentDeferredAssets,13321915.0
NonCurrentDeferredTaxesAssets,13321915.0
NonCurrentNoteReceivables,0.0
InvestmentsAndAdvances,3448900.0
InvestmentinFinancialAssets,0.0
LongTermEquityInvestment,3448900.0
InvestmentsinJointVenturesatCost,0.0
InvestmentsInOtherVenturesUnderEquityMethod,3448900.0
InvestmentsinSubsidiariesatCost,0.0
GoodwillAndOtherIntangibleAssets,28036903.0
OtherIntangibleAssets,28036903.0
NetPPE,3972706662.0
AccumulatedDepreciation,-7592731045.0
GrossPPE,11565437707.0
Leases,76967419.0
ConstructionInProgress,702702898.0
OtherProperties,291106251.0
MachineryFurnitureEquipment,10406534041.0
BuildingsAndImprovements,88127098.0
Properties,0.0
CurrentAssets,1161358287.0
OtherCurrentAssets,59156256.0
PrepaidAssets,160121809.0
Inventory,130503897.0
OtherInventories,280562.0
FinishedGoods,4806306.0
RawMaterials,125417029.0
Receivables,133464022.0
ReceivablesAdjustmentsAllowances,-303675949.0
OtherReceivables,91623038.0
DuefromRelatedPartiesCurrent,243872683.0
TaxesReceivable,5332715.0
AccruedInterestReceivable,14771008.0
LoansReceivable,0.0
AccountsReceivable,81540527.0
AllowanceForDoubtfulAccountsReceivable,-893203431.0
GrossAccountsReceivable,974743958.0
CashCashEquivalentsAndShortTermInvestments,678112303.0
OtherShortTermInvestments,9106880.0
CashAndCashEquivalents,669005423.0
CashFinancial,669005200.0
