,2023-09-30,2023-06-30,2023-03-31
OrdinarySharesNumber,17104497.0,17104497.0,17104497.0
ShareIssued,17104497.0,17104497.0,17104497.0
TangibleBookValue,108111683.0,116809021.0,115691641.0
InvestedCapital,108111683.0,116809021.0,115691641.0
WorkingCapital,-1028132.0,341347.0,650594.0
NetTangibleAssets,108111683.0,116809021.0,115691641.0
CommonStockEquity,108111683.0,116809021.0,115691641.0
TotalCapitalization,108111683.0,116809021.0,115691641.0
TotalEquityGrossMinorityInterest,108111683.0,116809021.0,115691641.0
StockholdersEquity,108111683.0,116809021.0,115691641.0
OtherEquityInterest,,,-206.0
RetainedEarnings,-12511682.0,-3009214.0,-2713397.0
AdditionalPaidInCapital,0.0,0.0,0.0
CapitalStock,120623365.0,119818235.0,118405244.0
CommonStock,120623365.0,119818235.0,118405244.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,13590776.0,3610856.0,3579032.0
TotalNonCurrentLiabilitiesNetMinorityInterest,12340000.0,3450000.0,3450000.0
OtherNonCurrentLiabilities,,,118404683.0
DerivativeProductLiabilities,8890000.0,,
NonCurrentDeferredLiabilities,3450000.0,3450000.0,3450000.0
CurrentLiabilities,1250776.0,160856.0,129032.0
CurrentNotesPayable,,,0.0
PayablesAndAccruedExpenses,1250776.0,160856.0,129032.0
CurrentAccruedExpenses,139270.0,103111.0,112267.0
Payables,1111506.0,57745.0,16765.0
TotalTaxPayable,757011.0,,
IncomeTaxPayable,757011.0,,
AccountsPayable,354495.0,57745.0,16765.0
TotalAssets,121702459.0,120419877.0,119270673.0
TotalNonCurrentAssets,121479815.0,119917674.0,118491047.0
OtherNonCurrentAssets,121479815.0,119917674.0,118491047.0
NonCurrentDeferredAssets,0.0,0.0,0.0
CurrentAssets,222644.0,502203.0,779626.0
PrepaidAssets,154362.0,219102.0,244185.0
Receivables,,,13842.0
OtherReceivables,,,13636.0
DuefromRelatedPartiesCurrent,,,206.0
CashCashEquivalentsAndShortTermInvestments,68282.0,283101.0,521599.0
CashAndCashEquivalents,68282.0,283101.0,521599.0
CashFinancial,68282.0,283101.0,521599.0
