,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,93705000.0,93574000.0,93144000.0
ShareIssued,93705000.0,93574000.0,93144000.0
NetDebt,75149000.0,62141000.0,74014000.0
TotalDebt,110615000.0,99637000.0,110388000.0
TangibleBookValue,-110850000.0,-104798000.0,-96519000.0
InvestedCapital,6534000.0,1216000.0,22989000.0
WorkingCapital,6796000.0,459000.0,21233000.0
NetTangibleAssets,-110850000.0,-104798000.0,-96519000.0
CapitalLeaseObligations,10001000.0,11533000.0,10346000.0
CommonStockEquity,-94080000.0,-86888000.0,-77053000.0
TotalCapitalization,1534000.0,-3784000.0,17989000.0
TotalEquityGrossMinorityInterest,-94080000.0,-86888000.0,-77053000.0
StockholdersEquity,-94080000.0,-86888000.0,-77053000.0
GainsLossesNotAffectingRetainedEarnings,-1332000.0,-1581000.0,-2517000.0
OtherEquityAdjustments,-1332000.0,,
RetainedEarnings,-819422000.0,-808846000.0,-795237000.0
AdditionalPaidInCapital,725736000.0,722603000.0,719769000.0
CapitalStock,938000.0,936000.0,932000.0
CommonStock,938000.0,936000.0,932000.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,304564000.0,300545000.0,309450000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,161709000.0,147949000.0,158614000.0
OtherNonCurrentLiabilities,12191000.0,11370000.0,12150000.0
NonCurrentDeferredLiabilities,43903000.0,43306000.0,41076000.0
NonCurrentDeferredRevenue,43903000.0,43306000.0,41076000.0
LongTermDebtAndCapitalLeaseObligation,105615000.0,93273000.0,105388000.0
LongTermCapitalLeaseObligation,10001000.0,10169000.0,10346000.0
LongTermDebt,95614000.0,83104000.0,95042000.0
CurrentLiabilities,142855000.0,152596000.0,150836000.0
CurrentDeferredLiabilities,79686000.0,82504000.0,72669000.0
CurrentDeferredRevenue,79686000.0,82504000.0,72669000.0
CurrentDebtAndCapitalLeaseObligation,5000000.0,6364000.0,5000000.0
CurrentCapitalLeaseObligation,,1364000.0,
CurrentDebt,5000000.0,5000000.0,5000000.0
OtherCurrentBorrowings,5000000.0,5000000.0,5000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,14894000.0,15710000.0,15527000.0
CurrentProvisions,,2513000.0,
PayablesAndAccruedExpenses,43275000.0,45505000.0,57640000.0
CurrentAccruedExpenses,12715000.0,9789000.0,15852000.0
InterestPayable,,494000.0,
Payables,30560000.0,35716000.0,41788000.0
AccountsPayable,30560000.0,35716000.0,41788000.0
TotalAssets,210484000.0,213657000.0,232397000.0
TotalNonCurrentAssets,60833000.0,60602000.0,60328000.0
OtherNonCurrentAssets,18463000.0,15846000.0,13600000.0
GoodwillAndOtherIntangibleAssets,16770000.0,17910000.0,19466000.0
OtherIntangibleAssets,3801000.0,4941000.0,6497000.0
Goodwill,12969000.0,12969000.0,12969000.0
NetPPE,25600000.0,26846000.0,27262000.0
AccumulatedDepreciation,,-44868000.0,
GrossPPE,25600000.0,71714000.0,27262000.0
Leases,,14405000.0,
OtherProperties,25600000.0,10291000.0,27262000.0
MachineryFurnitureEquipment,,47018000.0,
Properties,,0.0,
CurrentAssets,149651000.0,153055000.0,172069000.0
OtherCurrentAssets,6004000.0,5513000.0,7489000.0
RestrictedCash,200000.0,212000.0,219000.0
PrepaidAssets,6444000.0,4158000.0,7198000.0
Inventory,45293000.0,44745000.0,58224000.0
FinishedGoods,25279000.0,26792000.0,34854000.0
WorkInProcess,1538000.0,1304000.0,2268000.0
RawMaterials,18476000.0,16649000.0,21102000.0
Receivables,66245000.0,72464000.0,72911000.0
AccountsReceivable,66245000.0,72464000.0,72911000.0
AllowanceForDoubtfulAccountsReceivable,-163000.0,-201000.0,-219000.0
GrossAccountsReceivable,66408000.0,72665000.0,73130000.0
CashCashEquivalentsAndShortTermInvestments,25465000.0,25963000.0,26028000.0
CashAndCashEquivalents,25465000.0,25963000.0,26028000.0
