,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,9306954.0,6994378.0,6993994.0,5864107.0
ShareIssued,9306954.0,6994378.0,6993994.0,5864107.0
NetDebt,11038905.0,9557361.0,8870752.0,8581091.0
TotalDebt,11202174.0,9741694.0,8888571.0,8697140.0
TangibleBookValue,-17256434.0,-18642457.0,-17964143.0,-17195238.0
InvestedCapital,-6182086.0,-9041324.0,-9083242.0,-8519209.0
WorkingCapital,-7985156.0,-18073165.0,-17060914.0,-16368103.0
NetTangibleAssets,-16792472.0,-18181393.0,-17202010.0,-16472838.0
CapitalLeaseObligations,127826.0,140561.0,7670.0,21111.0
CommonStockEquity,-17256434.0,-18642457.0,-17964143.0,-17195238.0
PreferredStockEquity,463962.0,461064.0,762133.0,722400.0
TotalCapitalization,-7942218.0,-18031393.0,-17052010.0,-16346098.0
TotalEquityGrossMinorityInterest,-16792472.0,-18181393.0,-17202010.0,-16472838.0
StockholdersEquity,-16792472.0,-18181393.0,-17202010.0,-16472838.0
RetainedEarnings,-37855520.0,-37885912.0,-37242529.0,-36411861.0
AdditionalPaidInCapital,20598156.0,19242756.0,18578986.0,18630211.0
CapitalStock,464892.0,461763.0,1461533.0,1308812.0
CommonStock,930.0,699.0,699400.0,586412.0
PreferredStock,463962.0,461064.0,762133.0,722400.0
TotalLiabilitiesNetMinorityInterest,17288398.0,18725017.0,17608914.0,16803358.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8936134.0,250250.0,150000.0,126740.0
LongTermDebtAndCapitalLeaseObligation,8936134.0,250250.0,150000.0,126740.0
LongTermCapitalLeaseObligation,85880.0,100250.0,,
LongTermDebt,8850254.0,150000.0,150000.0,126740.0
CurrentLiabilities,8352264.0,18474767.0,17458914.0,16676618.0
OtherCurrentLiabilities,340572.0,,,
CurrentDebtAndCapitalLeaseObligation,2266040.0,9491444.0,8738571.0,8570400.0
CurrentCapitalLeaseObligation,41946.0,40311.0,7670.0,21111.0
CurrentDebt,2224094.0,9451133.0,8730901.0,8549289.0
OtherCurrentBorrowings,1250032.0,8597133.0,7896901.0,7715289.0
LineOfCredit,35000.0,20000.0,,
CurrentNotesPayable,939062.0,834000.0,834000.0,834000.0
PayablesAndAccruedExpenses,5745652.0,8983323.0,8720343.0,8106218.0
CurrentAccruedExpenses,3530406.0,6257978.0,5880856.0,5355289.0
Payables,2215246.0,2725345.0,2839487.0,2750929.0
OtherPayable,,57448.0,122340.0,139562.0
AccountsPayable,2215246.0,2667897.0,2717147.0,2611367.0
TotalAssets,495926.0,543624.0,406904.0,330520.0
TotalNonCurrentAssets,128818.0,142022.0,8904.0,22005.0
NetPPE,128818.0,142022.0,8904.0,22005.0
AccumulatedDepreciation,-13285.0,0.0,-149111.0,-136010.0
GrossPPE,142103.0,142022.0,158015.0,158015.0
OtherProperties,142103.0,142022.0,158015.0,158015.0
CurrentAssets,367108.0,401602.0,398000.0,308515.0
OtherCurrentAssets,15000.0,34527.0,4663.0,4663.0
Inventory,178056.0,55123.0,83838.0,92372.0
FinishedGoods,178056.0,55123.0,83838.0,92372.0
Receivables,138609.0,268180.0,299350.0,116542.0
AccountsReceivable,138609.0,268180.0,299350.0,116542.0
AllowanceForDoubtfulAccountsReceivable,-29472.0,0.0,0.0,0.0
GrossAccountsReceivable,168081.0,268180.0,299350.0,116542.0
CashCashEquivalentsAndShortTermInvestments,35443.0,43772.0,10149.0,94938.0
CashAndCashEquivalents,35443.0,43772.0,10149.0,94938.0
CashFinancial,35443.0,43772.0,10149.0,94938.0
