,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,115154627.0,112154627.0,112154627.0
ShareIssued,115154627.0,112154627.0,112154627.0
TangibleBookValue,1472525.0,1865701.0,2001079.0
InvestedCapital,1472525.0,1865701.0,2001079.0
WorkingCapital,1440919.0,1832340.0,1965963.0
NetTangibleAssets,1472525.0,1865701.0,2001079.0
CommonStockEquity,1472525.0,1865701.0,2001079.0
TotalCapitalization,1472525.0,1865701.0,2001079.0
TotalEquityGrossMinorityInterest,1472525.0,1865701.0,2001079.0
StockholdersEquity,1472525.0,1865701.0,2001079.0
OtherEquityInterest,4097786.0,4109586.0,4109586.0
RetainedEarnings,-19600544.0,-19057368.0,-18921990.0
CapitalStock,16975283.0,16813483.0,16813483.0
CommonStock,16975283.0,16813483.0,16813483.0
TotalLiabilitiesNetMinorityInterest,103676.0,19170.0,32274.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,103676.0,19170.0,32274.0
PayablesAndAccruedExpenses,103676.0,19170.0,32274.0
Payables,103676.0,19170.0,32274.0
AccountsPayable,103676.0,19170.0,32274.0
TotalAssets,1576201.0,1884871.0,2033353.0
TotalNonCurrentAssets,31606.0,33361.0,35116.0
NetPPE,31606.0,33361.0,35116.0
AccumulatedDepreciation,-12310.0,-10555.0,-8800.0
GrossPPE,43916.0,43916.0,43916.0
MachineryFurnitureEquipment,43916.0,43916.0,43916.0
CurrentAssets,1544595.0,1851510.0,1998237.0
PrepaidAssets,,,0.0
Receivables,11376.0,12810.0,7788.0
TaxesReceivable,11376.0,12810.0,7788.0
CashCashEquivalentsAndShortTermInvestments,1533219.0,1838700.0,1990449.0
OtherShortTermInvestments,110000.0,110000.0,110000.0
CashAndCashEquivalents,1423219.0,1728700.0,1880449.0
CashEquivalents,1321360.0,1652700.0,1694937.0
CashFinancial,101859.0,76000.0,185511.0
