,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,772079.0,70186.0,46556.0,40791.0
ShareIssued,772079.0,70186.0,46556.0,40791.0
NetDebt,30491541.0,31708301.0,29980074.0,24647263.0
TotalDebt,37821741.0,35744643.0,35973461.0,29647381.0
TangibleBookValue,-26590355.0,-30102847.0,-26869600.0,-29388991.0
InvestedCapital,34609260.0,31181119.0,34789108.0,25775026.0
WorkingCapital,618235.0,-3653054.0,-1235919.0,-2935590.0
NetTangibleAssets,-26159479.0,-27771606.0,-24316673.0,-26836064.0
CapitalLeaseObligations,5273449.0,3476692.0,3695460.0,3920763.0
CommonStockEquity,2060968.0,-1086832.0,2511107.0,48408.0
PreferredStockEquity,430876.0,2331241.0,2552927.0,2552927.0
TotalCapitalization,31352521.0,26405018.0,30056258.0,27413964.0
TotalEquityGrossMinorityInterest,2485218.0,1268550.0,5287480.0,2889834.0
MinorityInterest,-6626.0,24141.0,223446.0,288499.0
StockholdersEquity,2491844.0,1244409.0,5064034.0,2601335.0
OtherEquityInterest,-1999000.0,-1999000.0,-1999000.0,-1999000.0
RetainedEarnings,-53255900.0,-47274566.0,-42804608.0,-41919277.0
AdditionalPaidInCapital,57312780.0,48179715.0,47310059.0,43962606.0
CapitalStock,433964.0,2338260.0,2557583.0,2557006.0
CommonStock,3088.0,7019.0,4656.0,4079.0
PreferredStock,430876.0,2331241.0,2552927.0,2552927.0
TotalLiabilitiesNetMinorityInterest,58210015.0,57008226.0,53755559.0,42594865.0
TotalNonCurrentLiabilitiesNetMinorityInterest,33460591.0,28934349.0,27968387.0,28433574.0
PreferredSecuritiesOutsideStockEquity,,,,0.0
NonCurrentDeferredLiabilities,584000.0,1217000.0,187000.0,599000.0
NonCurrentDeferredTaxesLiabilities,584000.0,1217000.0,187000.0,599000.0
LongTermDebtAndCapitalLeaseObligation,32876591.0,27717349.0,27781387.0,27834574.0
LongTermCapitalLeaseObligation,4015914.0,2556740.0,2789163.0,3021945.0
LongTermDebt,28860677.0,25160609.0,24992224.0,24812629.0
CurrentLiabilities,24749424.0,28073877.0,25787172.0,14161291.0
OtherCurrentLiabilities,1322624.0,,,
CurrentDeferredLiabilities,4471467.0,5962227.0,4934885.0,5412953.0
CurrentDeferredRevenue,4471467.0,5962227.0,4934885.0,5412953.0
CurrentDebtAndCapitalLeaseObligation,4945150.0,8027294.0,8192074.0,1812807.0
CurrentCapitalLeaseObligation,1257535.0,919952.0,906297.0,898818.0
CurrentDebt,3687615.0,7107342.0,7285777.0,913989.0
OtherCurrentBorrowings,3324836.0,4929560.0,4859816.0,913989.0
LineOfCredit,,1815003.0,2063182.0,
CurrentNotesPayable,362779.0,362779.0,362779.0,
PayablesAndAccruedExpenses,14010183.0,14084356.0,12660213.0,6935531.0
CurrentAccruedExpenses,4303204.0,4112321.0,3755879.0,2118360.0
InterestPayable,2228397.0,2152433.0,1891786.0,1179875.0
Payables,9706979.0,9972035.0,8904334.0,4817171.0
DuetoRelatedPartiesCurrent,193762.0,193762.0,193762.0,193762.0
DividendsPayable,27480.0,94536.0,97568.0,136052.0
AccountsPayable,9485737.0,9683737.0,8613004.0,4487357.0
TotalAssets,60695233.0,58276776.0,59043039.0,45484699.0
TotalNonCurrentAssets,35327574.0,33855953.0,34491786.0,34258998.0
NonCurrentPrepaidAssets,153735.0,156997.0,156997.0,82197.0
GoodwillAndOtherIntangibleAssets,28651323.0,29016015.0,29380707.0,29437399.0
OtherIntangibleAssets,9199053.0,9563745.0,9928437.0,9985129.0
Goodwill,19452270.0,19452270.0,19452270.0,19452270.0
NetPPE,6522516.0,4682941.0,4954082.0,4739402.0
AccumulatedDepreciation,-1448361.0,-1188430.0,-934325.0,-725408.0
GrossPPE,7970877.0,5871371.0,5888407.0,5464810.0
Leases,181206.0,181206.0,180032.0,166760.0
OtherProperties,5068078.0,3243597.0,3264521.0,2854196.0
MachineryFurnitureEquipment,2721593.0,2446568.0,2443854.0,2443854.0
Properties,0.0,0.0,0.0,0.0
CurrentAssets,25367659.0,24420823.0,24551253.0,11225701.0
OtherCurrentAssets,1274079.0,1657488.0,399119.0,379875.0
Inventory,13957173.0,13137448.0,14033937.0,4184019.0
InventoriesAdjustmentsAllowances,-545848.0,-500848.0,-425848.0,-425848.0
OtherInventories,,,-30000.0,
FinishedGoods,13321253.0,12130788.0,13447518.0,3675184.0
RawMaterials,1181768.0,1507508.0,1042267.0,934683.0
Receivables,7801840.0,8788523.0,7542658.0,5305142.0
ReceivablesAdjustmentsAllowances,-405172.0,-637190.0,-359000.0,-359000.0
OtherReceivables,40271.0,180019.0,224565.0,192951.0
AccountsReceivable,8166741.0,9245694.0,7677093.0,5471191.0
CashCashEquivalentsAndShortTermInvestments,2334567.0,837364.0,2575539.0,1356665.0
OtherShortTermInvestments,277816.0,277714.0,277612.0,277310.0
CashAndCashEquivalents,2056751.0,559650.0,2297927.0,1079355.0
