,2023-06-30,2022-12-31
TreasurySharesNumber,0.0,0.0
OrdinarySharesNumber,172626345.0,172537631.0
ShareIssued,172626345.0,172537631.0
TotalDebt,811000000.0,819000000.0
TangibleBookValue,763000000.0,740000000.0
InvestedCapital,1543000000.0,1527000000.0
NetTangibleAssets,763000000.0,740000000.0
CommonStockEquity,970000000.0,956000000.0
TotalCapitalization,1543000000.0,1527000000.0
TotalEquityGrossMinorityInterest,970000000.0,956000000.0
StockholdersEquity,970000000.0,956000000.0
RetainedEarnings,962000000.0,-1015000000.0
AdditionalPaidInCapital,0.0,1964000000.0
CapitalStock,0.0,0.0
TotalLiabilitiesNetMinorityInterest,20777000000.0,21163000000.0
DerivativeProductLiabilities,25000000.0,26000000.0
LongTermDebtAndCapitalLeaseObligation,811000000.0,819000000.0
Payables,,109000000.0
TotalTaxPayable,,9000000.0
AccountsPayable,,100000000.0
TotalAssets,21747000000.0,22119000000.0
InvestmentsAndAdvances,5342000000.0,5938000000.0
InvestmentinFinancialAssets,5342000000.0,5938000000.0
AvailableForSaleSecurities,5315000000.0,5914000000.0
FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,1000000.0,1000000.0
LongTermEquityInvestment,,0.0
InvestmentsinSubsidiariesatCost,,0.0
InvestmentProperties,4000000.0,4000000.0
GoodwillAndOtherIntangibleAssets,207000000.0,216000000.0
OtherIntangibleAssets,197000000.0,206000000.0
Goodwill,10000000.0,10000000.0
NetPPE,729000000.0,744000000.0
AccumulatedDepreciation,-218000000.0,-202000000.0
GrossPPE,947000000.0,946000000.0
OtherProperties,279000000.0,283000000.0
MachineryFurnitureEquipment,30000000.0,30000000.0
BuildingsAndImprovements,256000000.0,261000000.0
LandAndImprovements,382000000.0,372000000.0
PrepaidAssets,107000000.0,32000000.0
Receivables,,52000000.0
TaxesReceivable,,1000000.0
CashAndCashEquivalents,2708000000.0,1956000000.0
CashEquivalents,,59000000.0
CashFinancial,,136000000.0
